Peak Name,Elapsed Time,Source Name,A,mu,sigma,C,sigma / sqrt(N)
Peak_1,1924.49,Unk,1.6034481321513971,95.37283593282794,10.050530811456321,3.728657714223322,0.18092713739407626
Peak_2,1924.49,Unk,17.7062363130482,308.7613754974334,9.518400714756735,0.2931915805341293,0.051563575777990374
Peak_3,1924.49,Unk,0.37451891423712813,517.8084258045322,12.651090366312703,0.027834583749666898,0.47123034662869706
