Peak Name,Elapsed Time,Source Name,A,mu,sigma,C,sigma / sqrt(N)
Peak_1,1072.91,Co60,1.8445134955913582,117.63139908862178,13.067468630934963,4.0481014801557516,0.2937439300631826
Peak_2,1072.91,Co60,5594.241569015592,442.66967848880523,2188.533737924594,-5590.7598847532845,0.8933075229694739
Peak_3,1072.91,Co60,7.837497665468666,575.534000717004,13.757061004355291,0.8466137310141877,0.1500221220809513
Peak_4,1072.91,Co60,6.412072176897607,653.0167852878895,14.735337038955706,0.30823447470053406,0.17765573270301285
