Peak Name,Elapsed Time,Source Name,A,mu,sigma,C,sigma / sqrt(N)
Peak_1,1922.78,Co57,0.028975100888107935,491.58353147468443,-0.24660863158212282,0.016959493889376787,-0.033039312131600225
Peak_2,1922.78,Co57,0.01993468693078085,670.6141219843647,18.127955973333762,0.0023437598435379404,2.9280556725860247
