Peak Name,Elapsed Time,Source Name,A,u(A),mu,u(mu),sigma,u(sigma),C,u(C)
Peak_1,850.26,Cs137,3.150108289090433,0.10986914544815501,103.47574410467604,0.29912480207544684,11.578018236095565,0.5799995954329952,6.597651166230412,0.10662040026981755
Peak_2,850.26,Cs137,5.799465195986843,1.0329146812896879,208.2556511408317,0.7103613357391254,27.99668814479174,4.097610951494087,2.081340899821422e-14,1.0740535440825718
Peak_3,850.26,Cs137,34.52599431755953,0.08660345133379722,331.65475234973945,0.02139493667110145,10.218567700083478,0.02752302130598192,0.5149300484940185,0.031542368830426
