Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,0
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,103
Calibration Coefficients:Elapsed Real Time:,869.11
Elapsed Live Time:,848.1
Start Time:,February 19, 2024, 03:39:16
End Time:,February 19, 2024, 03:38:53
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,0
18,,0
19,,0
20,,0
21,,0
22,,0
23,,0
24,,0
25,,0
26,,0
27,,0
28,,0
29,,0
30,,0
31,,0
32,,0
33,,0
34,,0
35,,0
36,,0
37,,0
38,,0
39,,0
40,,0
41,,0
42,,0
43,,0
44,,0
45,,0
46,,0
47,,0
48,,0
49,,0
50,,0
51,,0
52,,0
53,,0
54,,0
55,,0
56,,0
57,,0
58,,0
59,,0
60,,0
61,,0
62,,0
63,,0
64,,0
65,,0
66,,0
67,,0
68,,0
69,,0
70,,0
71,,0
72,,0
73,,0
74,,0
75,,0
76,,0
77,,1
78,,0
79,,0
80,,0
81,,0
82,,0
83,,0
84,,0
85,,0
86,,0
87,,0
88,,0
89,,0
90,,0
91,,0
92,,0
93,,0
94,,0
95,,0
96,,1
97,,0
98,,845
99,,3834
100,,3813
101,,3821
102,,3872
103,,3806
104,,3788
105,,3869
106,,3784
107,,3937
108,,3706
109,,3736
110,,3739
111,,3819
112,,3685
113,,3727
114,,3684
115,,3772
116,,3717
117,,3833
118,,3831
119,,3769
120,,3948
121,,3926
122,,3998
123,,3918
124,,4205
125,,4239
126,,4287
127,,4511
128,,4410
129,,4374
130,,4368
131,,4464
132,,4418
133,,4525
134,,4583
135,,4608
136,,4478
137,,4502
138,,4545
139,,4523
140,,4535
141,,4649
142,,4553
143,,4642
144,,4535
145,,4599
146,,4509
147,,4624
148,,4595
149,,4563
150,,4493
151,,4478
152,,4498
153,,4591
154,,4478
155,,4319
156,,4307
157,,4416
158,,4356
159,,4195
160,,4203
161,,4150
162,,4104
163,,4185
164,,4135
165,,4135
166,,4027
167,,4076
168,,3964
169,,3886
170,,3998
171,,3887
172,,3845
173,,3838
174,,3752
175,,3724
176,,3723
177,,3785
178,,3597
179,,3739
180,,3579
181,,3566
182,,3616
183,,3509
184,,3523
185,,3493
186,,3511
187,,3322
188,,3358
189,,3377
190,,3394
191,,3298
192,,3261
193,,3397
194,,3275
195,,3208
196,,3126
197,,3211
198,,3230
199,,3112
200,,3142
201,,3131
202,,3060
203,,2968
204,,2979
205,,3060
206,,2962
207,,3050
208,,2962
209,,2960
210,,2942
211,,2831
212,,2854
213,,2961
214,,2883
215,,2763
216,,2726
217,,2697
218,,2765
219,,2782
220,,2837
221,,2678
222,,2700
223,,2720
224,,2717
225,,2660
226,,2615
227,,2618
228,,2654
229,,2663
230,,2577
231,,2645
232,,2576
233,,2625
234,,2592
235,,2608
236,,2609
237,,2512
238,,2530
239,,2557
240,,2455
241,,2496
242,,2490
243,,2520
244,,2531
245,,2558
246,,2507
247,,2486
248,,2481
249,,2424
250,,2414
251,,2528
252,,2417
253,,2487
254,,2442
255,,2394
256,,2465
257,,2394
258,,2388
259,,2392
260,,2287
261,,2395
262,,2334
263,,2337
264,,2351
265,,2333
266,,2362
267,,2297
268,,2343
269,,2363
270,,2307
271,,2294
272,,2263
273,,2372
274,,2332
275,,2378
276,,2245
277,,2385
278,,2306
279,,2316
280,,2294
281,,2337
282,,2336
283,,2343
284,,2393
285,,2370
286,,2332
287,,2331
288,,2411
289,,2378
290,,2330
291,,2321
292,,2387
293,,2477
294,,2415
295,,2364
296,,2381
297,,2422
298,,2377
299,,2474
300,,2357
301,,2389
302,,2294
303,,2366
304,,2363
305,,2320
306,,2310
307,,2402
308,,2322
309,,2240
310,,2223
311,,2288
312,,2211
313,,2175
314,,2226
315,,2204
316,,2103
317,,2095
318,,1983
319,,1936
320,,2025
321,,1989
322,,1815
323,,1843
324,,1695
325,,1704
326,,1708
327,,1555
328,,1601
329,,1563
