Elapsed Time,Source Name,A,mu,sigma,C
1922.78,Co57,0.008031472010998571,527.6924566982694,0.29595483168372305,0.018202791394969626
1922.78,Co57,0.008092954774026313,675.8338358840537,1.632227961809832,0.01912018916303819
